content,Normalisasi,Tokenize,Stopword,Stemming
overall suka banget sama ig tapi karena ada updatean yang dimana feed ig dari ke sekarang jadi ga sreg banget bentukan yang aneh dan menerut ku itu bukan ciri khas nya ig malahan maaf ya aku kasi bintang soal nya emang se ga sreg itu sama updatean kali ini,overall suka banget sama instagram tapi karena ada updatean yang dimana feed instagram dari ke sekarang jadi tidak sreg banget bentukan yang aneh dan menerut ku itu bukan ciri khas nya instagram malahan maaf ya aku kasi bintang soal nya memang se tidak sreg itu sama updatean kali ini,"['overall', 'suka', 'banget', 'sama', 'instagram', 'tapi', 'karena', 'ada', 'updatean', 'yang', 'dimana', 'feed', 'instagram', 'dari', 'ke', 'sekarang', 'jadi', 'tidak', 'sreg', 'banget', 'bentukan', 'yang', 'aneh', 'dan', 'menerut', 'ku', 'itu', 'bukan', 'ciri', 'khas', 'nya', 'instagram', 'malahan', 'maaf', 'ya', 'aku', 'kasi', 'bintang', 'soal', 'nya', 'memang', 'se', 'tidak', 'sreg', 'itu', 'sama', 'updatean', 'kali', 'ini']","['overall', 'suka', 'banget', 'instagram', 'updatean', 'dimana', 'feed', 'instagram', 'sreg', 'banget', 'bentukan', 'aneh', 'menerut', 'ku', 'ciri', 'khas', 'nya', 'instagram', 'maaf', 'ya', 'kasi', 'bintang', 'nya', 'sreg', 'updatean', 'kali']",overall suka banget instagram updatean mana feed instagram sreg banget bentuk aneh menerut ciri khas nya instagram maaf kasi bintang nya sreg updatean kali
saya mengalami masalah dimana sebagian pengguna instagram yang masih aktif tidak dapat di temukan di pencarian saya bahkan jika sudah mengetik nama sedetail mungkin tetap tidak ada,saya mengalami masalah dimana sebagian pengguna instagram yang masih aktif tidak dapat di temukan di pencarian saya bahkan jika sudah mengetik nama sedetail mungkin tetap tidak ada,"['saya', 'mengalami', 'masalah', 'dimana', 'sebagian', 'pengguna', 'instagram', 'yang', 'masih', 'aktif', 'tidak', 'dapat', 'di', 'temukan', 'di', 'pencarian', 'saya', 'bahkan', 'jika', 'sudah', 'mengetik', 'nama', 'sedetail', 'mungkin', 'tetap', 'tidak', 'ada']","['mengalami', 'dimana', 'pengguna', 'instagram', 'aktif', 'temukan', 'pencarian', 'mengetik', 'nama', 'sedetail']",alami mana guna instagram aktif temu cari etik nama detail
kok sekarang kalau posting banyak foto di feeds ukuran fotonya kepotong ya berharap sesuai ukuran asli foto kalau mau dipotong ukurannya lebih baik diedit dulu sendiri,kok sekarang kalau posting banyak foto di feeds ukuran fotonya kepotong ya berharap sesuai ukuran asli foto kalau mau dipotong ukurannya lebih baik diedit dulu sendiri,"['kok', 'sekarang', 'kalau', 'posting', 'banyak', 'foto', 'di', 'feeds', 'ukuran', 'fotonya', 'kepotong', 'ya', 'berharap', 'sesuai', 'ukuran', 'asli', 'foto', 'kalau', 'mau', 'dipotong', 'ukurannya', 'lebih', 'baik', 'diedit', 'dulu', 'sendiri']","['posting', 'foto', 'feeds', 'ukuran', 'fotonya', 'kepotong', 'ya', 'berharap', 'sesuai', 'ukuran', 'asli', 'foto', 'dipotong', 'ukurannya', 'diedit']",posting foto feeds ukur foto potong harap sesuai ukur asli foto potong ukur edit
bener bener kecewa saya sama instagram ini akun saya yang satunya tiba tiba menghilang padahal saya gak ada salah apa apa saya sudah melakukan apapun yang instagram beritahukan tetep juga gk bisa saat melakukan rekam diri pun ada masalah alias error apalagi saya juga buat akun baru barusan tetep juga ditanguhkan sama pihak instagram saya sebagai pengguna instagram yang sangat lama bener bener kecewa tolong kembalikan instagram dulu yang gk ada perusahaan meta sama sekali,bener bener kecewa saya sama instagram ini akun saya yang satunya tiba tiba menghilang padahal saya tidak ada salah apa apa saya sudah melakukan apapun yang instagram beritahukan tetap juga tidak bisa saat melakukan rekam diri pun ada masalah alias error apalagi saya juga buat akun baru barusan tetap juga ditanguhkan sama pihak instagram saya sebagai pengguna instagram yang sangat lama bener bener kecewa tolong kembalikan instagram dulu yang tidak ada perusahaan meta sama sekali,"['bener', 'bener', 'kecewa', 'saya', 'sama', 'instagram', 'ini', 'akun', 'saya', 'yang', 'satunya', 'tiba', 'tiba', 'menghilang', 'padahal', 'saya', 'tidak', 'ada', 'salah', 'apa', 'apa', 'saya', 'sudah', 'melakukan', 'apapun', 'yang', 'instagram', 'beritahukan', 'tetap', 'juga', 'tidak', 'bisa', 'saat', 'melakukan', 'rekam', 'diri', 'pun', 'ada', 'masalah', 'alias', 'error', 'apalagi', 'saya', 'juga', 'buat', 'akun', 'baru', 'barusan', 'tetap', 'juga', 'ditanguhkan', 'sama', 'pihak', 'instagram', 'saya', 'sebagai', 'pengguna', 'instagram', 'yang', 'sangat', 'lama', 'bener', 'bener', 'kecewa', 'tolong', 'kembalikan', 'instagram', 'dulu', 'yang', 'tidak', 'ada', 'perusahaan', 'meta', 'sama', 'sekali']","['bener', 'bener', 'kecewa', 'instagram', 'akun', 'satunya', 'menghilang', 'salah', 'apapun', 'instagram', 'beritahukan', 'rekam', 'alias', 'error', 'akun', 'barusan', 'ditanguhkan', 'instagram', 'pengguna', 'instagram', 'bener', 'bener', 'kecewa', 'tolong', 'kembalikan', 'instagram', 'perusahaan', 'meta']",bener bener kecewa instagram akun satu hilang salah apa instagram beritahukan rekam alias error akun barusan ditanguhkan instagram guna instagram bener bener kecewa tolong kembali instagram usaha meta
apasih diupdate malah jadi badd masa ngepost gabisa dicancel juga gabisa jadi gabisa pindah akun woiii tolong ini instagram gimana tanggungjawab nya kasih aku cara biar bisa ngecancel postingan yg belum ke kirim,apasih diupdate malah jadi badd masa ngepost dicancel juga jadi pindah akun woiii tolong ini instagram gimana tanggungjawab nya kasih aku cara biar bisa ngecancel postingan yang belum ke kirim,"['apasih', 'diupdate', 'malah', 'jadi', 'badd', 'masa', 'ngepost', 'dicancel', 'juga', 'jadi', 'pindah', 'akun', 'woiii', 'tolong', 'ini', 'instagram', 'gimana', 'tanggungjawab', 'nya', 'kasih', 'aku', 'cara', 'biar', 'bisa', 'ngecancel', 'postingan', 'yang', 'belum', 'ke', 'kirim']","['apasih', 'diupdate', 'badd', 'ngepost', 'dicancel', 'pindah', 'akun', 'woiii', 'tolong', 'instagram', 'gimana', 'tanggungjawab', 'nya', 'kasih', 'biar', 'ngecancel', 'postingan', 'kirim']",apasih diupdate badd ngepost dicancel pindah akun woiii tolong instagram gimana tanggungjawab nya kasih biar ngecancel postingan kirim
ntah kenapa setiap saya mencoba login menggunakan akun utama saya saya tidak bisa login dan malah ada teks maaf ada masalah dan itu sudah terjadi sejak bulan kebelakang ada yg sama ngga ya,entah kenapa setiap saya mencoba login menggunakan akun utama saya saya tidak bisa login dan malah ada teks maaf ada masalah dan itu sudah terjadi sejak bulan kebelakang ada yang sama tidak ya,"['entah', 'kenapa', 'setiap', 'saya', 'mencoba', 'login', 'menggunakan', 'akun', 'utama', 'saya', 'saya', 'tidak', 'bisa', 'login', 'dan', 'malah', 'ada', 'teks', 'maaf', 'ada', 'masalah', 'dan', 'itu', 'sudah', 'terjadi', 'sejak', 'bulan', 'kebelakang', 'ada', 'yang', 'sama', 'tidak', 'ya']","['mencoba', 'login', 'akun', 'utama', 'login', 'teks', 'maaf', 'kebelakang', 'ya']",coba login akun utama login teks maaf belakang
awalnya saya memberikan bintang tapi fitur save reels tidak bisa di simpal multisave sekaligus jadi harus save satu satu sayang sekali itu cukup mengganggu ketika saya ingin save reels,awalnya saya memberikan bintang tapi fitur save reels tidak bisa di simpal multisave sekaligus jadi harus save satu satu sayang sekali itu cukup mengganggu ketika saya ingin save reels,"['awalnya', 'saya', 'memberikan', 'bintang', 'tapi', 'fitur', 'save', 'reels', 'tidak', 'bisa', 'di', 'simpal', 'multisave', 'sekaligus', 'jadi', 'harus', 'save', 'satu', 'satu', 'sayang', 'sekali', 'itu', 'cukup', 'mengganggu', 'ketika', 'saya', 'ingin', 'save', 'reels']","['bintang', 'fitur', 'save', 'reels', 'simpal', 'multisave', 'save', 'sayang', 'mengganggu', 'save', 'reels']",bintang fitur save reels simpal multisave save sayang ganggu save reels
ini kenapa ya gara gara saya install ig tiba tiba akun saya saya masukan lagi ke aplikasi ini tiba tiba ngak bisa tolong untuk yang buat aplikasi ig tolong kerja sama nya kalau kayak gini terus kasihan yang lain,ini kenapa ya gara gara saya install instagram tiba tiba akun saya saya masukan lagi ke aplikasi ini tiba tiba tidak bisa tolong untuk yang buat aplikasi instagram tolong kerja sama nya kalau kayak gini terus kasihan yang lain,"['ini', 'kenapa', 'ya', 'gara', 'gara', 'saya', 'install', 'instagram', 'tiba', 'tiba', 'akun', 'saya', 'saya', 'masukan', 'lagi', 'ke', 'aplikasi', 'ini', 'tiba', 'tiba', 'tidak', 'bisa', 'tolong', 'untuk', 'yang', 'buat', 'aplikasi', 'instagram', 'tolong', 'kerja', 'sama', 'nya', 'kalau', 'kayak', 'gini', 'terus', 'kasihan', 'yang', 'lain']","['ya', 'gara', 'gara', 'install', 'instagram', 'akun', 'masukan', 'aplikasi', 'tolong', 'aplikasi', 'instagram', 'tolong', 'kerja', 'nya', 'kayak', 'gini', 'kasihan']",gara gara install instagram akun masuk aplikasi tolong aplikasi instagram tolong kerja nya kayak gin kasihan
sangat buruk di akun teman saya sudah banyak mengalami perubahan pasca update lah di akun saya ga ada perubahan sama sekali terutama hasil repost story nya malah makin banyak bug gak jelas minta maaf atas masukan dari saya semoga kedepannya senantiasa diperbaiki sebaik mungkin terimakasih,sangat buruk di akun teman saya sudah banyak mengalami perubahan pasca update lah di akun saya tidak ada perubahan sama sekali terutama hasil repost story nya malah makin banyak bug tidak jelas minta maaf atas masukan dari saya semoga kedepannya senantiasa diperbaiki sebaik mungkin,"['sangat', 'buruk', 'di', 'akun', 'teman', 'saya', 'sudah', 'banyak', 'mengalami', 'perubahan', 'pasca', 'update', 'lah', 'di', 'akun', 'saya', 'tidak', 'ada', 'perubahan', 'sama', 'sekali', 'terutama', 'hasil', 'repost', 'story', 'nya', 'malah', 'makin', 'banyak', 'bug', 'tidak', 'jelas', 'minta', 'maaf', 'atas', 'masukan', 'dari', 'saya', 'semoga', 'kedepannya', 'senantiasa', 'diperbaiki', 'sebaik', 'mungkin']","['buruk', 'akun', 'teman', 'mengalami', 'perubahan', 'pasca', 'update', 'akun', 'perubahan', 'hasil', 'repost', 'story', 'nya', 'bug', 'maaf', 'masukan', 'semoga', 'kedepannya', 'senantiasa', 'diperbaiki']",buruk akun teman alami ubah pasca update akun ubah hasil repost story nya bug maaf masuk moga depan senantiasa baik
aplikasi semakin aneh lupa kata sandi wajar lama gak dibuka tapi minta kode otp pun gak dikirim padahal statusnya sudah terkirim giliran sudah masuk gak bisa live langsung semakin mengecewakan aplikasi bodoh,aplikasi semakin aneh lupa kata sandi wajar lama tidak dibuka tapi minta kode otp pun tidak dikirim padahal statusnya sudah terkirim giliran sudah masuk tidak bisa live langsung semakin mengecewakan aplikasi bodoh,"['aplikasi', 'semakin', 'aneh', 'lupa', 'kata', 'sandi', 'wajar', 'lama', 'tidak', 'dibuka', 'tapi', 'minta', 'kode', 'otp', 'pun', 'tidak', 'dikirim', 'padahal', 'statusnya', 'sudah', 'terkirim', 'giliran', 'sudah', 'masuk', 'tidak', 'bisa', 'live', 'langsung', 'semakin', 'mengecewakan', 'aplikasi', 'bodoh']","['aplikasi', 'aneh', 'lupa', 'sandi', 'wajar', 'dibuka', 'kode', 'otp', 'dikirim', 'statusnya', 'terkirim', 'giliran', 'masuk', 'live', 'langsung', 'mengecewakan', 'aplikasi', 'bodoh']",aplikasi aneh lupa sandi wajar buka kode otp kirim status kirim gilir masuk live langsung kecewa aplikasi bodoh
kenapa setiap ingin login ke akun yang sudah ada dengan memasukan email password dengan benar kenapa tidak bisa log in ke akun tersebut tolong agar bisa diperbaiki dengan cepat berikan yang terbaik buat kami para pengguna instagram,kenapa setiap ingin login ke akun yang sudah ada dengan memasukan email password dengan benar kenapa tidak bisa log in ke akun tersebut tolong agar bisa diperbaiki dengan cepat berikan yang terbaik buat kami para pengguna instagram,"['kenapa', 'setiap', 'ingin', 'login', 'ke', 'akun', 'yang', 'sudah', 'ada', 'dengan', 'memasukan', 'email', 'password', 'dengan', 'benar', 'kenapa', 'tidak', 'bisa', 'log', 'in', 'ke', 'akun', 'tersebut', 'tolong', 'agar', 'bisa', 'diperbaiki', 'dengan', 'cepat', 'berikan', 'yang', 'terbaik', 'buat', 'kami', 'para', 'pengguna', 'instagram']","['login', 'akun', 'memasukan', 'email', 'password', 'log', 'in', 'akun', 'tolong', 'diperbaiki', 'cepat', 'terbaik', 'pengguna', 'instagram']",login akun pasu email password log akun tolong baik cepat baik guna instagram
best banget instagram tp menurut ku filter ny kurang jernih gtu kek ada burem sdkit soalnya aku banding lewat apk tiktok sbnrnya udh bagus filter instagram tp kurang jernihan lg sampe sini udh cukup puas tp klo bisa update lebih bagus lg ya instagram,best banget instagram tapi menurut ku filter ny kurang jernih gitu kayak ada burem sdkit soalnya aku banding lewat aplikasi tiktok sbnrnya sudah bagus filter instagram tapi kurang jernihan lg sampe sini sudah cukup puas tapi kalau bisa update lebih bagus lg ya instagram,"['best', 'banget', 'instagram', 'tapi', 'menurut', 'ku', 'filter', 'ny', 'kurang', 'jernih', 'gitu', 'kayak', 'ada', 'burem', 'sdkit', 'soalnya', 'aku', 'banding', 'lewat', 'aplikasi', 'tiktok', 'sbnrnya', 'sudah', 'bagus', 'filter', 'instagram', 'tapi', 'kurang', 'jernihan', 'lg', 'sampe', 'sini', 'sudah', 'cukup', 'puas', 'tapi', 'kalau', 'bisa', 'update', 'lebih', 'bagus', 'lg', 'ya', 'instagram']","['best', 'banget', 'instagram', 'ku', 'filter', 'ny', 'jernih', 'gitu', 'kayak', 'burem', 'sdkit', 'banding', 'aplikasi', 'tiktok', 'sbnrnya', 'bagus', 'filter', 'instagram', 'jernihan', 'lg', 'sampe', 'puas', 'update', 'bagus', 'lg', 'ya', 'instagram']",best banget instagram filter jernih gitu kayak burem sdkit banding aplikasi tiktok sbnrnya bagus filter instagram jernih sampe puas update bagus instagram
pengaturan mode terang hilang sekarang tergantung hp pake mode apa jadi otomatis tema di ig juga bakal ngikut gelap tolong buat ig balikin lagi pengaturan berubah mode terang gelap rasanya gak enak banget pake darkmode,pengaturan mode terang hilang sekarang tergantung hp pake mode apa jadi otomatis tema di instagram juga bakal ngikut gelap tolong buat instagram balikin lagi pengaturan berubah mode terang gelap rasanya tidak enak banget pake darkmode,"['pengaturan', 'mode', 'terang', 'hilang', 'sekarang', 'tergantung', 'hp', 'pake', 'mode', 'apa', 'jadi', 'otomatis', 'tema', 'di', 'instagram', 'juga', 'bakal', 'ngikut', 'gelap', 'tolong', 'buat', 'instagram', 'balikin', 'lagi', 'pengaturan', 'berubah', 'mode', 'terang', 'gelap', 'rasanya', 'tidak', 'enak', 'banget', 'pake', 'darkmode']","['pengaturan', 'mode', 'terang', 'hilang', 'tergantung', 'hp', 'pake', 'mode', 'otomatis', 'tema', 'instagram', 'ngikut', 'gelap', 'tolong', 'instagram', 'balikin', 'pengaturan', 'berubah', 'mode', 'terang', 'gelap', 'enak', 'banget', 'pake', 'darkmode']",atur mode terang hilang gantung pake mode otomatis tema instagram ngikut gelap tolong instagram balikin atur ubah mode terang gelap enak banget pake darkmode
saya tidak bisa balikan akun saya saya sudah coba kali tetap tidak bisa dan saya buat akun baru juga tidak bisa dan juga banyak lag segala apapun dan saya kalau tidak folow seorang lagi masih masih ada di situ akun seorang nya ini maksud nya gimana ini tidak jelass pesan saya bug atau lag bisa di perbaiki,saya tidak bisa balikan akun saya saya sudah coba kali tetap tidak bisa dan saya buat akun baru juga tidak bisa dan juga banyak lag segala apapun dan saya kalau tidak folow seorang lagi masih masih ada di situ akun seorang nya ini maksud nya gimana ini tidak jelass pesan saya bug atau lag bisa di perbaiki,"['saya', 'tidak', 'bisa', 'balikan', 'akun', 'saya', 'saya', 'sudah', 'coba', 'kali', 'tetap', 'tidak', 'bisa', 'dan', 'saya', 'buat', 'akun', 'baru', 'juga', 'tidak', 'bisa', 'dan', 'juga', 'banyak', 'lag', 'segala', 'apapun', 'dan', 'saya', 'kalau', 'tidak', 'folow', 'seorang', 'lagi', 'masih', 'masih', 'ada', 'di', 'situ', 'akun', 'seorang', 'nya', 'ini', 'maksud', 'nya', 'gimana', 'ini', 'tidak', 'jelass', 'pesan', 'saya', 'bug', 'atau', 'lag', 'bisa', 'di', 'perbaiki']","['balikan', 'akun', 'coba', 'kali', 'akun', 'lag', 'apapun', 'folow', 'situ', 'akun', 'nya', 'maksud', 'nya', 'gimana', 'jelass', 'pesan', 'bug', 'lag', 'perbaiki']",balik akun coba kali akun lag apa folow situ akun nya maksud nya gimana jelass pesan bug lag baik
gatau kenapa saat masuk ke akun yang udah kedaftar semua ilang dari foto upload pengikut nama dan bio semuanya hilang dan tiba tiba menjadi akun kosong yang baru dibuat tolong diperbaiki banyak kenangan disana saya udah folow supaya dapat followers banyak tolong diperbaiki punya saya padahal email pw nya sudah betul trimakasih,kenapa saat masuk ke akun yang udah kedaftar semua hilang dari foto upload pengikut nama dan bio semuanya hilang dan tiba tiba menjadi akun kosong yang baru dibuat tolong diperbaiki banyak kenangan disana saya udah folow supaya dapat followers banyak tolong diperbaiki punya saya padahal email pw nya sudah betul trimakasih,"['kenapa', 'saat', 'masuk', 'ke', 'akun', 'yang', 'udah', 'kedaftar', 'semua', 'hilang', 'dari', 'foto', 'upload', 'pengikut', 'nama', 'dan', 'bio', 'semuanya', 'hilang', 'dan', 'tiba', 'tiba', 'menjadi', 'akun', 'kosong', 'yang', 'baru', 'dibuat', 'tolong', 'diperbaiki', 'banyak', 'kenangan', 'disana', 'saya', 'udah', 'folow', 'supaya', 'dapat', 'followers', 'banyak', 'tolong', 'diperbaiki', 'punya', 'saya', 'padahal', 'email', 'pw', 'nya', 'sudah', 'betul', 'trimakasih']","['masuk', 'akun', 'udah', 'kedaftar', 'hilang', 'foto', 'upload', 'pengikut', 'nama', 'bio', 'hilang', 'akun', 'kosong', 'tolong', 'diperbaiki', 'kenangan', 'disana', 'udah', 'folow', 'followers', 'tolong', 'diperbaiki', 'email', 'pw', 'nya', 'trimakasih']",masuk akun udah daftar hilang foto upload ikut nama bio hilang akun kosong tolong baik kenang sana udah folow followers tolong baik email nya trimakasih
dipersulit hanya untuk memulihkan akun dari yang meminta kode tidak sampai hingga error atas masalah sistem sendiri menunggu form selanjutnya yang setengah abad dan dibuat muter dengan pemecahan masalah yang tidak jelas,dipersulit hanya untuk memulihkan akun dari yang meminta kode tidak sampai hingga error atas masalah sistem sendiri menunggu form selanjutnya yang setengah abad dan dibuat putar dengan pemecahan masalah yang tidak jelas,"['dipersulit', 'hanya', 'untuk', 'memulihkan', 'akun', 'dari', 'yang', 'meminta', 'kode', 'tidak', 'sampai', 'hingga', 'error', 'atas', 'masalah', 'sistem', 'sendiri', 'menunggu', 'form', 'selanjutnya', 'yang', 'setengah', 'abad', 'dan', 'dibuat', 'putar', 'dengan', 'pemecahan', 'masalah', 'yang', 'tidak', 'jelas']","['dipersulit', 'memulihkan', 'akun', 'kode', 'error', 'sistem', 'menunggu', 'form', 'abad', 'putar', 'pemecahan']",sulit pulih akun kode error sistem tunggu form abad putar pecah
gimana ini min kok gua gk bisa masuk ke akun ig gua padahal udh sma sandi sama gmail cobak login yg lain gk bisa gimana sih yg buat apk ya gua mau login gk bisa bisa tolong di perbaiki apk,gimana ini min kok aku tidak bisa masuk ke akun instagram aku padahal sudah sma sandi sama gmail cobak login yang lain tidak bisa gimana sih yang buat aplikasi ya aku mau login tidak bisa bisa tolong di perbaiki aplikasi,"['gimana', 'ini', 'min', 'kok', 'aku', 'tidak', 'bisa', 'masuk', 'ke', 'akun', 'instagram', 'aku', 'padahal', 'sudah', 'sma', 'sandi', 'sama', 'gmail', 'cobak', 'login', 'yang', 'lain', 'tidak', 'bisa', 'gimana', 'sih', 'yang', 'buat', 'aplikasi', 'ya', 'aku', 'mau', 'login', 'tidak', 'bisa', 'bisa', 'tolong', 'di', 'perbaiki', 'aplikasi']","['gimana', 'min', 'masuk', 'akun', 'instagram', 'sma', 'sandi', 'gmail', 'cobak', 'login', 'gimana', 'sih', 'aplikasi', 'ya', 'login', 'tolong', 'perbaiki', 'aplikasi']",gimana min masuk akun instagram sma sandi gmail cobak login gimana sih aplikasi login tolong baik aplikasi
aplikasi yang sudah sangat bagus tidak ada kendala sama sekali di hp saya namun knp fitur lagu yg diletakkan di catatan dihilangkan disitu tertera lagu yang anda pilih mungkin tidak tersedia di negara anda like wth bro pdhl lagu yg ada di profil masih ada kok tapi knp di catatan malah hilang jangan lah sampai di hilangkan siyall cuz i like that stuff so muchh plssss balikiinnn,aplikasi yang sudah sangat bagus tidak ada kendala sama sekali di hp saya namun kenapa fitur lagu yang diletakkan di catatan dihilangkan disitu tertera lagu yang anda pilih mungkin tidak tersedia di negara anda like wth bro padahal lagu yang ada di profil masih ada kok tapi kenapa di catatan malah hilang jangan lah sampai di hilangkan siyall cuz i like that stuff so muchh plssss balikiinnn,"['aplikasi', 'yang', 'sudah', 'sangat', 'bagus', 'tidak', 'ada', 'kendala', 'sama', 'sekali', 'di', 'hp', 'saya', 'namun', 'kenapa', 'fitur', 'lagu', 'yang', 'diletakkan', 'di', 'catatan', 'dihilangkan', 'disitu', 'tertera', 'lagu', 'yang', 'anda', 'pilih', 'mungkin', 'tidak', 'tersedia', 'di', 'negara', 'anda', 'like', 'wth', 'bro', 'padahal', 'lagu', 'yang', 'ada', 'di', 'profil', 'masih', 'ada', 'kok', 'tapi', 'kenapa', 'di', 'catatan', 'malah', 'hilang', 'jangan', 'lah', 'sampai', 'di', 'hilangkan', 'siyall', 'cuz', 'i', 'like', 'that', 'stuff', 'so', 'muchh', 'plssss', 'balikiinnn']","['aplikasi', 'bagus', 'kendala', 'hp', 'fitur', 'lagu', 'diletakkan', 'catatan', 'dihilangkan', 'disitu', 'tertera', 'lagu', 'pilih', 'tersedia', 'negara', 'like', 'wth', 'bro', 'lagu', 'profil', 'catatan', 'hilang', 'hilangkan', 'siyall', 'cuz', 'i', 'like', 'that', 'stuff', 'so', 'muchh', 'plssss', 'balikiinnn']",aplikasi bagus kendala fitur lagu letak catat hilang situ tera lagu pilih sedia negara like wth bro lagu profil catat hilang hilang siyall cuz like that stuff muchh plssss balikiinnn
ig makin lama makin aneh fitur effect di postingan ulang jdi ilang fitur sound terimpan di catatan ilang juga ilangin aja semua padahal fitur nya enak memudahkan g ngerugiin malah nambahin fitur yg g guna,instagram makin lama makin aneh fitur effect di postingan ulang jdi hilang fitur sound terimpan di catatan hilang juga hilang aja semua padahal fitur nya enak memudahkan tidak ngerugiin malah nambahin fitur yang tidak guna,"['instagram', 'makin', 'lama', 'makin', 'aneh', 'fitur', 'effect', 'di', 'postingan', 'ulang', 'jdi', 'hilang', 'fitur', 'sound', 'terimpan', 'di', 'catatan', 'hilang', 'juga', 'hilang', 'aja', 'semua', 'padahal', 'fitur', 'nya', 'enak', 'memudahkan', 'tidak', 'ngerugiin', 'malah', 'nambahin', 'fitur', 'yang', 'tidak', 'guna']","['instagram', 'aneh', 'fitur', 'effect', 'postingan', 'ulang', 'jdi', 'hilang', 'fitur', 'sound', 'terimpan', 'catatan', 'hilang', 'hilang', 'aja', 'fitur', 'nya', 'enak', 'memudahkan', 'ngerugiin', 'nambahin', 'fitur']",instagram aneh fitur effect postingan ulang jdi hilang fitur sound terimpan catat hilang hilang aja fitur nya enak mudah ngerugiin nambahin fitur
akun utama saya tidak mendapatkan fitur terbaru setelah update hanya akun cadangan saya yang mendapatkan fitur terbaru dan saya telah uninstal sebanyak untuk mendapatan fitur tersebut,akun utama saya tidak mendapatkan fitur terbaru setelah update hanya akun cadangan saya yang mendapatkan fitur terbaru dan saya telah uninstal sebanyak untuk mendapatan fitur tersebut,"['akun', 'utama', 'saya', 'tidak', 'mendapatkan', 'fitur', 'terbaru', 'setelah', 'update', 'hanya', 'akun', 'cadangan', 'saya', 'yang', 'mendapatkan', 'fitur', 'terbaru', 'dan', 'saya', 'telah', 'uninstal', 'sebanyak', 'untuk', 'mendapatan', 'fitur', 'tersebut']","['akun', 'utama', 'fitur', 'terbaru', 'update', 'akun', 'cadangan', 'fitur', 'terbaru', 'uninstal', 'mendapatan', 'fitur']",akun utama fitur baru update akun cadang fitur baru uninstal dapat fitur
sekedar masukan bisa gak sih untuk reels maximalnya menit ya jangan detik doang soalnya buat videonya nanggung bgt klo cm sgtu durasinya,sekedar masukan bisa tidak sih untuk reels maximalnya menit ya jangan detik doang soalnya buat videonya nanggung banget kalau cuma sgtu durasinya,"['sekedar', 'masukan', 'bisa', 'tidak', 'sih', 'untuk', 'reels', 'maximalnya', 'menit', 'ya', 'jangan', 'detik', 'doang', 'soalnya', 'buat', 'videonya', 'nanggung', 'banget', 'kalau', 'cuma', 'sgtu', 'durasinya']","['sekedar', 'masukan', 'sih', 'reels', 'maximalnya', 'menit', 'ya', 'detik', 'doang', 'videonya', 'nanggung', 'banget', 'sgtu', 'durasinya']",dar masuk sih reels maximalnya menit detik doang video nanggung banget sgtu durasi
stiker interaktif tidak bisa ditutupi padahal dulu bisa lohh buat background gaasik instagram skrng kembalikan fiturnya aku ganti bintang ulasannya,stiker interaktif tidak bisa ditutupi padahal dulu bisa lohh buat background gaasik instagram sekarang kembalikan fiturnya aku ganti bintang ulasannya,"['stiker', 'interaktif', 'tidak', 'bisa', 'ditutupi', 'padahal', 'dulu', 'bisa', 'lohh', 'buat', 'background', 'gaasik', 'instagram', 'sekarang', 'kembalikan', 'fiturnya', 'aku', 'ganti', 'bintang', 'ulasannya']","['stiker', 'interaktif', 'ditutupi', 'lohh', 'background', 'gaasik', 'instagram', 'kembalikan', 'fiturnya', 'ganti', 'bintang', 'ulasannya']",stiker interaktif tutup lohh background gaasik instagram kembali fiturnya ganti bintang ulas
setelah di update filter yang tadinya bagus jadi aneh dan sering ga nempel diwajah filter nya ku kira penyimpanan penuh jaringannya jelek ternyata aku nyoba dihp mama setelah update juga sama filter nya gamau nyatu diwajah,setelah di update filter yang tadinya bagus jadi aneh dan sering tidak nempel diwajah filter nya ku kira penyimpanan penuh jaringannya jelek ternyata aku coba dihp mama setelah update juga sama filter nya gamau nyatu diwajah,"['setelah', 'di', 'update', 'filter', 'yang', 'tadinya', 'bagus', 'jadi', 'aneh', 'dan', 'sering', 'tidak', 'nempel', 'diwajah', 'filter', 'nya', 'ku', 'kira', 'penyimpanan', 'penuh', 'jaringannya', 'jelek', 'ternyata', 'aku', 'coba', 'dihp', 'mama', 'setelah', 'update', 'juga', 'sama', 'filter', 'nya', 'gamau', 'nyatu', 'diwajah']","['update', 'filter', 'bagus', 'aneh', 'nempel', 'diwajah', 'filter', 'nya', 'ku', 'penyimpanan', 'penuh', 'jaringannya', 'jelek', 'coba', 'dihp', 'mama', 'update', 'filter', 'nya', 'gamau', 'nyatu', 'diwajah']",update filter bagus aneh nempel wajah filter nya simpan penuh jaring jelek coba dihp mama update filter nya gamau nyatu wajah
fitur repost reels di story nya tidak konsisten terkadang bisa auto full fit ke layar terkadang tidak bisa,fitur repost reels di story nya tidak konsisten terkadang bisa auto full fit ke layar terkadang tidak bisa,"['fitur', 'repost', 'reels', 'di', 'story', 'nya', 'tidak', 'konsisten', 'terkadang', 'bisa', 'auto', 'full', 'fit', 'ke', 'layar', 'terkadang', 'tidak', 'bisa']","['fitur', 'repost', 'reels', 'story', 'nya', 'konsisten', 'terkadang', 'auto', 'full', 'fit', 'layar', 'terkadang']",fitur repost reels story nya konsisten terkadang auto full fit layar terkadang
